ASC_Name,Provider_ID,NPI,City,State,ZIP_Code,ASC6_SSChecklist,ASC_7_Volume,ASC_7_Gastrointestinal,ASC_7_Eye,ASC_7_Nervous_System,ASC_7_Musculoskeletal,ASC_7_Skin,ASC_7_Genitourinary,ASC7_Footnote,ASC_6_7_Encounter_Start_Date,ASC_6_7_Encounter_End_Date
Ambulatory Surgical Care,10C0001143,1750313144,Merritt Isla,FL,32953,YES,1143,0,1143,0,0,0,0,,01/01/2012,12/31/2012
Armenia Ambulatory Surgery Center,10C0001323,1750331500,Tampa,FL,33603,YES,24841,6854,0,11679,6079,229,0,,01/01/2012,12/31/2012
North Pinellas Surgery Center,10C0001366,1750333746,Dunedin,FL,34698,YES,10904,10904,0,0,0,0,0,,01/01/2012,12/31/2012
"Barkley Surgicenter, Inc.",10C0001192,1750363461,Fort Myers,FL,33907,YES,7984,7984,0,0,0,0,0,,01/01/2012,12/31/2012
"Bethesda Outpatient Surgery Center, LLC",10C0001102,1750364634,Boynton Beac,FL,33437,YES,1766,13,636,147,754,31,185,,01/01/2012,12/31/2012
The Eye Surgery Center of St. Augustine,10C0001416,1750383295,St. Augustin,FL,32084,YES,2393,0,2269,0,0,124,0,,01/01/2012,12/31/2012
Florida Medical Clinic Ambulatory Surgery Center,10C0001413,1750456539,Tampa,FL,33613,YES,12608,8579,0,2283,853,19,874,,01/01/2012,12/31/2012
"Pediatric Surgery Center - Odessa, LLC",10C0001516,1750565594,Odessa,FL,33556,YES,618,579,0,0,0,39,0,,01/01/2012,12/31/2012
"Midtown Outpatient Surgery Center, LLC",10C0001566,1750685111,Delray Beach,FL,33445,YES,532,31,0,498,3,0,0,,01/01/2012,12/31/2012
Ponte Vedra Ambulatory Surgery Center,10C0001394,1760591952,Ponte Vedra,FL,32082,YES,1999,0,0,0,0,1999,0,,01/01/2012,12/31/2012
Filutowski Cataract And Lasik Institute Pa,10C0001285,1760594279,Lake Mary,FL,32746,YES,1072,0,1072,0,0,0,0,,01/01/2012,12/31/2012
Musculoskeletal Ambulatory Surgery Center,10C0001529,1760627830,Bradenton,FL,34211,YES,1261,0,0,0,1261,0,0,,01/01/2012,12/31/2012
Cordova Ambulatory Surgical Center,10C0001090,1770516338,Pensacola,FL,32503,YES,979,4,0,416,0,2,557,,01/01/2012,12/31/2012
Brevard Surgery Center,10C0001219,1770528838,Melbourne,FL,32901,YES,2903,0,2903,0,0,0,0,,01/01/2012,12/31/2012
Summerlin Bend Surgery Center,10C0001340,1770566192,Fort Myers,FL,33907,YES,543,0,0,84,449,10,0,,01/01/2012,12/31/2012
"Physicians Surgery Center, LLC",10C0001008,1770588584,Ft. Myers,FL,33901,YES,4970,1149,110,2092,1509,4,106,,01/01/2012,12/31/2012
Medical Specialty Procedures,10C0001365,1770601866,Vero Beach,FL,32960,YES,1032,8,0,833,124,0,67,,01/01/2012,12/31/2012
"National Surgical Centers of America, LLC",10C0001552,1770724122,Winter Park,FL,32789,YES,10585,0,0,10585,0,0,0,,01/01/2012,12/31/2012
"Indian River Surgery Center, LTD",10C0001146,1780655183,Vero Beach,FL,32960,YES,6802,3715,29,2096,654,240,68,,01/01/2012,12/31/2012
"The New Port Richey Fl Multi Specialty ASC, LLC",10C0001181,1780866640,New Port Ric,FL,34652,YES,5232,3975,0,269,987,1,0,,01/01/2012,12/31/2012
"Surgical Specialists, ASC",10C0001515,1780871319,Fort Walton,FL,32547,YES,4435,0,983,2161,1285,6,0,,01/01/2012,12/31/2012
Seven Hills Surgery Center,10C0001456,1790736502,Tallahassee,FL,32308,YES,4055,0,4055,0,0,0,0,,01/01/2012,12/31/2012
"North Florida Regional Freestanding Surgery Center,",10C0001178,1790752061,Gainesville,FL,32605,YES,1890,139,746,539,311,130,25,,01/01/2012,12/31/2012
"St. Lucie Surgical Center, PA",10C0001337,1790761393,Fort Pierce,FL,34950,YES,1581,1581,0,0,0,0,0,,01/01/2012,12/31/2012
Day Surgery Center,10C0001467,1801811443,Winter Haven,FL,33884,YES,,,,,,,,5,01/01/2012,12/31/2012
Southeastern Surgery Center,10C0001315,1801844386,Tallahassee,FL,32308,YES,5771,3,316,0,15,0,5437,,01/01/2012,12/31/2012
"Aesculapian Surgery Center, LLC",10C0001406,1801869847,Sarasota,FL,34232,YES,7000,5082,0,1340,525,19,34,,01/01/2012,12/31/2012
Trinity Surgery Center,10C0001401,1801899687,Trinity,FL,34655,YES,3434,1580,947,421,411,7,68,,01/01/2012,12/31/2012
Outpatient Center of Boynton,10C0001214,1811001860,Boynton Beac,FL,33445,YES,17791,16358,0,1256,123,54,0,,01/01/2012,12/31/2012
Orlando Ophthalmology Surgery Center,10C0001377,1811932916,Orlando,FL,32806,YES,2901,0,2901,0,0,0,0,,01/01/2012,12/31/2012
Citrus Urology Center Inc.,10C0001291,1821068289,Lecanto,FL,34461,YES,3299,0,443,0,0,0,2856,,01/01/2012,12/31/2012
Laser and Outpatient Surgery Center,10C0001471,1831116698,Gainesville,FL,32605,YES,3997,0,3184,0,0,703,110,,01/01/2012,12/31/2012
Miami Surgical Center,10C0001400,1831140151,Miami,FL,33173,YES,11640,0,0,2590,8683,367,0,,01/01/2012,12/31/2012
"Largo Surgery, LLC",10C0001096,1831195379,Largo,FL,33770,YES,6071,4517,1016,48,300,123,67,,01/01/2012,12/31/2012
Titusville Center for Surgical Excellence,10C0001549,1831420694,Titusville,FL,32780,YES,3264,11,632,1827,771,23,0,,01/01/2012,12/31/2012
Naples Eye Surgery Center LLC,10C0001425,1841226552,Naples,FL,34109,YES,872,0,745,0,0,127,0,,01/01/2012,12/31/2012
Edward S. Branigan Iii MD PA,10C0001043,1841246923,Vero Beach,FL,32960,YES,425,0,425,0,0,0,0,,01/01/2012,12/31/2012
St. Augustine Endoscopy Center,10C0001089,1841251501,St. Augustin,FL,32086,YES,8754,8754,0,0,0,0,0,,01/01/2012,12/31/2012
Central Florida Eye Institute,10C0001088,1841290103,Ocala,FL,34474,YES,1888,0,1659,0,0,229,0,,01/01/2012,12/31/2012
Northpoint Surgery and Laser Center,10C0001267,1841298437,West Palm Be,FL,33407,YES,9372,3151,1345,2752,1707,353,64,,01/01/2012,12/31/2012
"Manatee Surgicare, LTD",10C0001037,1851354377,Bradenton,FL,34208,YES,1617,105,1253,24,107,128,0,,01/01/2012,12/31/2012
Florida Medical Clinic PA,10C0001227,1851467740,Zephyrhills,FL,33542,YES,7925,5188,233,1825,17,1,661,,01/01/2012,12/31/2012
Orlando Center for Outpatient Surgery,10C0001176,1861463259,Orlando,FL,32806,YES,4424,221,0,1432,866,11,1894,,01/01/2012,12/31/2012
"Boynton Beach ASC, LLC",10C0001125,1861550246,Boynton Beac,FL,33426,YES,3259,0,3259,0,0,0,0,,01/01/2012,12/31/2012
Gulfstream Surgery Center,10C0001450,1861570798,Coral Spring,FL,33071,YES,582,0,0,0,0,582,0,,01/01/2012,12/31/2012
"Port St. Lucie Surgery Center, LTD",10C0001273,1871557652,Port St. Luc,FL,34952,YES,6546,5374,5,356,475,131,205,,01/01/2012,12/31/2012
Destin Surgery Center,10C0001362,1871594275,Destin,FL,32541,YES,2528,1048,702,495,253,30,0,,01/01/2012,12/31/2012
"Sarasota Plastic Surgery Center, LLC",10C0001320,1871644096,Sarasota,FL,34239,YES,15,0,0,0,0,15,0,,01/01/2012,12/31/2012
The Center for Specialized Surgery at Fort Myers,10C0001569,1871868422,Fort Myers,FL,33901,YES,492,0,0,223,269,0,0,,01/01/2012,12/31/2012
"Suncoast Endoscopy of Sarasota, LLC",10C0001378,1881627578,Sarasota,FL,34293,YES,4519,4519,0,0,0,0,0,,01/01/2012,12/31/2012
"Riverside Park Surgicenter, Inc.",10C0001167,1881697522,Jacksonville,FL,32204,YES,3868,0,3824,0,0,44,0,,01/01/2012,12/31/2012
Millenia Surgery Center,10C0001434,1881736734,Orlando,FL,32811,YES,3726,2940,0,423,351,12,0,,01/01/2012,12/31/2012
"Surgcenter Pinellas, LLC",10C0001560,1881905792,Largo,FL,33773,YES,1857,232,190,486,922,27,0,,01/01/2012,12/31/2012
Cape Health Surgery Center,10C0001571,1881969269,Cape Coral,FL,33990,YES,262,262,0,0,0,0,0,,01/01/2012,12/31/2012
"Ambulatory Surgical Facility of South Florida, LLLP",10C0001249,1891750980,Pembroke Pin,FL,33028,YES,10180,4321,1301,3172,970,112,304,,01/01/2012,12/31/2012
Center for Digestive Endoscopy,10C0001367,1902079775,Orlando,FL,32803,YES,16762,16762,0,0,0,0,0,,01/01/2012,12/31/2012
Costal Surgery Center,10C0001464,1902832405,Jacksonville,FL,32216,YES,16,2,0,0,0,14,0,,01/01/2012,12/31/2012
Center for Endoscopy,10C0001392,1912018086,Sarasota,FL,34239,YES,4402,4402,0,0,0,0,0,,01/01/2012,12/31/2012
North Tampa Outpatient Surgical Facility,10C0001513,1912104787,Tampa,FL,33647,NO,0,0,0,0,0,0,0,,01/01/2012,12/31/2012
West Coast Endoscopy Center,10C0001373,1912900143,Clearwater,FL,33756,YES,7285,7285,0,0,0,0,0,,01/01/2012,12/31/2012
"Merritt Island ASC, LLC",10C0001469,1912952144,Merritt Isla,FL,32953,YES,2899,22,2,2642,229,4,0,,01/01/2012,12/31/2012
"Medical Arts Surgery Center at South Miami, Inc.",10C0001460,1912982349,Miami,FL,33143,YES,1124,23,0,492,583,21,5,,01/01/2012,12/31/2012
Bhs Ambulatory Surgery Center at Baptist LTD,10C0001263,1922076959,Miami,FL,33176,YES,3043,17,2485,55,204,276,6,,01/01/2012,12/31/2012
Paddock Park Surgery Center,10C0001368,1932106119,Ocala,FL,34474,YES,1170,6,44,6,40,1074,0,,01/01/2012,12/31/2012
Ocala Eye Surgery Center,10C0001254,1932190170,Ocala,FL,34474,YES,6522,0,6522,0,0,0,0,,01/01/2012,12/31/2012
"Tampa Bay Hand Center Ambulatory Surgery Division, I",10C0001307,1932230141,Tampa,FL,33613,YES,230,0,0,9,198,23,0,,01/01/2012,12/31/2012
Minimal Invasive Surgery Center,10C0001564,1932406956,Jupiter,FL,33458,YES,651,455,0,0,106,90,0,,01/01/2012,12/31/2012
Advanced Eye Surgery Center,10C0001422,1942242441,Vero Beach,FL,32960,YES,2286,0,2150,0,0,136,0,,01/01/2012,12/31/2012
St. Anthony's Physicians Surgery Center,10C0001424,1942259130,St. Petersbu,FL,33705,YES,2792,29,976,1184,500,103,0,,01/01/2012,12/31/2012
Aker Kasten Eye Center,10C0001058,1942260534,Boca Raton,FL,33432,YES,2524,0,2524,0,0,0,0,,01/01/2012,12/31/2012
Pacaya Bay Surgery Center,10C0001535,1942454095,Fort  Myers,FL,33919,YES,539,0,43,0,0,496,0,,01/01/2012,12/31/2012
Doctors Outpatient Surgery Center,10C0001451,1952323081,Naples,FL,34110,YES,5655,0,5118,0,0,537,0,,01/01/2012,12/31/2012
"Center of Surgical Excellence, LLC",10C0001488,1952354326,Venice,FL,34293,YES,2076,2076,0,0,0,0,0,,01/01/2012,12/31/2012
Central Florida Surgi Center,10C0001245,1952364002,Lakeland,FL,33805,YES,,,,,,,,5,01/01/2012,12/31/2012
Citrus Endoscopy and Surgery Center,10C0001217,1952373086,Crystal Rive,FL,34429,YES,5431,5431,0,0,0,0,0,,01/01/2012,12/31/2012
Outpatient Plastic Surgery Center,10C0001311,1952404550,Palm Springs,FL,33461,YES,3567,4,8,0,78,3477,0,,01/01/2012,12/31/2012
Gulf Coast Endoscopy Center of Venice,10C0001345,1962466847,Venice,FL,34285,YES,9113,8182,931,0,0,0,0,,01/01/2012,12/31/2012
Mayo Clinic IN Florida,10C0001160,1962499079,Jacksonville,FL,32224,YES,11453,11453,0,0,0,0,0,,01/01/2012,12/31/2012
"Griffin Rd Campus of Lsdc, LLP",10C0001432,1962552232,Lakeland,FL,33805,YES,6624,5,3088,3192,0,241,98,,01/01/2012,12/31/2012
The Tampa Florida Endoscopy ASC LLC,10C0001440,1972577161,Tampa,FL,33603,YES,12115,12115,0,0,0,0,0,,01/01/2012,12/31/2012
"Naples Day Surgery, LLC",10C0001144,1972578029,Naples,FL,34110,YES,5416,0,0,4378,942,96,0,,01/01/2012,12/31/2012
Tomoka Surgery Center,10C0001473,1982637492,Ormond Beach,FL,32174,YES,3064,0,2964,0,0,100,0,,01/01/2012,12/31/2012
The Palmetto Surgery Center,10C0001287,1982676227,Hialeah,FL,33016,YES,9574,9574,0,0,0,0,0,,01/01/2012,12/31/2012
"Orthopaedic Surgery Center of Clearwater, LLC",10C0001351,1982788071,Clearwater,FL,33756,YES,1662,2,0,559,1099,2,0,,01/01/2012,12/31/2012
Tampa Bay Specialty Surgery Center,10C0001399,1992700090,Pinellas Par,FL,33781,YES,4417,2281,0,1590,472,0,74,,01/01/2012,12/31/2012
Northwest Florida Surgery Center,10C0001223,1992701049,Panama City,FL,32405,YES,10815,1701,1114,6709,1010,281,0,,01/01/2012,12/31/2012
"Specialists IN Urology Surgery Center, LLC",10C0001480,1992728810,Bonita Sprin,FL,34134,YES,12927,0,0,412,5,12,12498,,01/01/2012,12/31/2012
Gulf Coast Endoscopy Center - South,10C0001336,1992777643,Ft. Myers,FL,33908,YES,6534,6534,0,0,0,0,0,,01/01/2012,12/31/2012
"Northwest Florida ASC, LP",10C0001190,1992785232,Panama City,FL,32405,YES,12203,12203,0,0,0,0,0,,01/01/2012,12/31/2012
Park Center for Procedures,10C0001534,1992970230,Fort Myers,FL,33919,YES,11304,0,0,11262,42,0,0,,01/01/2012,12/31/2012
Piedmont West Ambulatory Surgery Center,11C0001348,1003144353,Atlanta,GA,30318,YES,1186,244,50,41,344,110,397,,01/01/2012,12/31/2012
Piedmont Eye,11C0001203,1003993965,Atlanta,GA,30327,YES,6207,0,6142,0,0,65,0,,01/01/2012,12/31/2012
North Columbus Surgery Center,11C0001368,1013212927,Columbus,GA,31909,YES,0,0,0,0,0,0,0,,01/01/2012,12/31/2012
"Carlin Vision Surgery Center, LLC",11C0001356,1013222926,Snellville,GA,30078,YES,1617,0,1617,0,0,0,0,,01/01/2012,12/31/2012
Westside Surgery Center,11C0001335,1013253178,Douglas,GA,31533,YES,32,0,0,0,0,32,0,,01/01/2012,12/31/2012
Augusta Plastic Surgery Center,11C0001090,1013990308,Augusta,GA,30901,YES,65,0,1,0,5,59,0,,01/01/2012,12/31/2012
Dublin Orthopaedics ASC Inc.,11C0001297,1023149242,Dublin,GA,31021,YES,944,0,0,285,612,47,0,,01/01/2012,12/31/2012
"Albany Surgery Center, LLP",11C0001043,1023160553,Albany,GA,31701,YES,244,0,0,0,240,4,0,,01/01/2012,12/31/2012
Gastro Specialists Endoscopy Center,11C0001350,1023252954,Decatur,GA,30032,YES,1259,1259,0,0,0,0,0,,01/01/2012,12/31/2012
Endoscopy Center of Columbus,11C0001079,1033126222,Columbus,GA,31904,YES,5314,5314,0,0,0,0,0,,01/01/2012,12/31/2012
"Atlanta West Endoscopy Center, LLC",11C0001328,1033355359,Douglasville,GA,30135,YES,401,401,0,0,0,0,0,,01/01/2012,12/31/2012
Optim Surgery Center,11C0001164,1033363064,Savannah,GA,31405,YES,768,0,0,220,543,5,0,,01/01/2012,12/31/2012
"Augusta Center for Foot and Ankle Surgery, LLC",11C0001163,1043361074,Augusta,GA,30904,YES,73,0,0,0,72,1,0,,01/01/2012,12/31/2012
"Coffee County Center for Digestive Diseases, LLC",11C0001246,1043411648,Douglas,GA,31533,YES,1155,1155,0,0,0,0,0,,01/01/2012,12/31/2012
"Pinnacle Orthopaedics Surgery Center - Austell, LLC",11C0001362,1053632372,Austell,GA,30106,YES,1507,0,0,936,571,0,0,,01/01/2012,12/31/2012
"Woodstock Endoscopy Center, LLC",11C0001212,1063458909,Woodstock,GA,30188,YES,3446,3446,0,0,0,0,0,,01/01/2012,12/31/2012
Northeast Georgia Procedure Center,11C0001254,1063507630,Athens,GA,30606,YES,2846,0,0,0,2846,0,0,,01/01/2012,12/31/2012
"Tifton Endoscopy Center, Inc.",11C0001094,1063512945,Tifton,GA,31794,YES,1772,1772,0,0,0,0,0,,01/01/2012,12/31/2012
Buckhead Mohs Surgical Center,11C0001374,1073713277,Atlanta,GA,30305,YES,376,0,0,0,0,376,0,,01/01/2012,12/31/2012
"Urology Surgical Partners, LLC",11C0001285,1083653554,Atlanta,GA,30342,YES,2873,0,0,0,0,0,2873,,01/01/2012,12/31/2012
"Georgia Urology, PA",11C0001346,1083851497,Lawrencevill,GA,30044,YES,2341,0,0,0,0,0,2341,,01/01/2012,12/31/2012
North Georgia Eye Surgery Center,11C0001255,1093842270,Gainesville,GA,30501,YES,1499,0,1499,0,0,0,0,,01/01/2012,12/31/2012
"Eye Surgery Center of Augusta, LLC",11C0001151,1104987957,Augusta,GA,30909,YES,6075,0,6075,0,0,0,0,,01/01/2012,12/31/2012
American Eye Surgery Center,11C0001290,1104998558,Athens,GA,30605,YES,2243,0,2243,0,0,0,0,,01/01/2012,12/31/2012
North Georgia Outpatient Surgery Center,11C0001053,1114081635,Calhoun,GA,30701,YES,56,0,0,0,46,10,0,,01/01/2012,12/31/2012
"Augusta Urology Surgicenter, LLC",11C0001143,1114984523,Augusta,GA,30901,YES,3309,0,0,0,0,0,3309,,01/01/2012,12/31/2012
"Northlake Surgical Center, L.P.",11C0001101,1124083787,Tucker,GA,30084,YES,4823,1584,1037,1612,564,26,0,,01/01/2012,12/31/2012
"Urology Surgery Center of Savannah, LLC",11C0001237,1124093588,Savannah,GA,31405,YES,3753,11,0,0,3,0,3739,,01/01/2012,12/31/2012
Digestive Healthcare of Ga Endo CTR Mountainside,11C0001329,1124277058,Jasper,GA,30143,YES,3200,3200,0,0,0,0,0,,01/01/2012,12/31/2012
"Cpm Surgery Center 2, PC",11C0001360,1124277959,Dallas,GA,30157,YES,937,0,0,0,937,0,0,,01/01/2012,12/31/2012
Outpatient Center for Foot Surgery,11C0001059,1134275688,Griffin,GA,30224,YES,367,0,0,126,189,52,0,,01/01/2012,12/31/2012
Shanklin Plastic Surgery Center,11C0001231,1144228883,Savannah,GA,31419,YES,90,0,0,1,2,87,0,,01/01/2012,12/31/2012
"Resurgens Surgery Center, LLC",11C0001049,1144331760,Atlanta,GA,30342,YES,8266,0,0,0,8266,0,0,,01/01/2012,12/31/2012
"Cpm Sc Gwinnett, LLC",11C0001391,1144516451,Lawrencevill,GA,30044,YES,646,0,0,0,646,0,0,,01/01/2012,12/31/2012
Atlanta Surgery Centers,11C0001184,1154352847,Marietta,GA,30060,YES,2065,0,0,1970,95,0,0,,01/01/2012,12/31/2012
The Brunswick Pain Treatment Center,11C0001249,1154422541,Brunswick,GA,31525,YES,2198,0,0,1519,679,0,0,,01/01/2012,12/31/2012
"Augusta Eye Surgery, LLC",11C0001311,1154449643,Augusta,GA,30907,YES,574,0,559,0,0,15,0,,01/01/2012,12/31/2012
"Georgia Pain Spine Centers, LLC",11C0001334,1154473858,Marietta,GA,30060,YES,2335,0,0,0,2335,0,0,,01/01/2012,12/31/2012
Georgia Retina Surgery Center LLC,11C0001339,1154555472,Atlanta,GA,30342,YES,423,0,423,0,0,0,0,,01/01/2012,12/31/2012
Gainesville Pain Surgery Center,11C0001333,1164661831,Gainesville,GA,30501,YES,12725,0,0,12644,81,0,0,,01/01/2012,12/31/2012
Gainesville  Endoscopy Center LLC,11C0001228,1184714214,Gainesville,GA,30501,YES,6325,6325,0,0,0,0,0,,01/01/2012,12/31/2012
East Cobb Podiatry Surgery Center,11C0001132,1184819930,Marietta,GA,30062,YES,101,0,0,0,97,4,0,,01/01/2012,12/31/2012
"Gwinnett Endoscopy Center, LLC",11C0001055,1194761908,Lawrencevill,GA,30046,YES,9810,9810,0,0,0,0,0,,01/01/2012,12/31/2012
"Medical Eye Associates, Inc.",11C0001008,1205800752,Macon,GA,31201,YES,2181,0,2044,0,0,137,0,,01/01/2012,12/31/2012
Gi Diagnostics Endoscopy Center,11C0001146,1205803699,Marietta,GA,30067,YES,8167,8167,0,0,0,0,0,,01/01/2012,12/31/2012
Marietta Eye Surgery,11C0001260,1205857968,Marietta,GA,30060,YES,6269,0,5918,0,0,351,0,,01/01/2012,12/31/2012
Central Georgia Head and Neck Surgery Center,11C0001150,1205874906,Macon,GA,31201,YES,2,0,0,0,0,2,0,,01/01/2012,12/31/2012
Endoscopy Center of Middle Ga,11C0001245,1215915939,Macon,GA,31201,YES,12049,12049,0,0,0,0,0,,01/01/2012,12/31/2012
"Southern Endoscopy Suite, LLP",11C0001174,1215986609,Lawrencevill,GA,30046,YES,5293,5293,0,0,0,0,0,,01/01/2012,12/31/2012
Gainesville Surgery Center,11C0001081,1215993100,Gainesville,GA,30501,YES,3111,1400,612,171,841,87,0,,01/01/2012,12/31/2012
"Arc of Georgia, LLC",11C0001002,1225023021,Brunswick,GA,31520,YES,3476,54,1514,982,598,156,172,,01/01/2012,12/31/2012
Gainesville Eye Surgery Center,11C0001295,1225096134,Gainesville,GA,30501,YES,1510,0,1510,0,0,0,0,,01/01/2012,12/31/2012
Atlanta Sports Medicine Surgery Center,11C0001302,1225179716,Atlanta,GA,30327,YES,140,0,0,0,140,0,0,,01/01/2012,12/31/2012
"Southern Cross Surgery Center, LLC",11C0001380,1225321508,Conyers,GA,30012,YES,5072,0,0,4352,720,0,0,,01/01/2012,12/31/2012
Augusta Retina Laser Surgicare,11C0001167,1235118043,Augusta,GA,30909,YES,187,0,187,0,0,0,0,,01/01/2012,12/31/2012
"Warner Robins Partners, LLC",11C0001178,1235289448,Warner Robin,GA,31088,YES,5794,0,5794,0,0,0,0,,01/01/2012,12/31/2012
Gainesville Urology ASC,11C0001226,1245241694,Gainesville,GA,30501,YES,2632,0,0,0,0,1,2631,,01/01/2012,12/31/2012
"Southern Crescent Endoscopy Center, LLC",11C0001082,1245276195,Stockbridge,GA,30281,YES,5607,5607,0,0,0,0,0,,01/01/2012,12/31/2012
"Doctors Hospital Surgery Center, L.P.",11C0001052,1255394771,Evans,GA,30809,YES,3370,558,4,480,2287,40,1,,01/01/2012,12/31/2012
"Endoscopy Center of Southeast Georgia, Inc.",11C0001056,1265439830,Vidalia,GA,30474,YES,1705,1705,0,0,0,0,0,,01/01/2012,12/31/2012
"Georgia Surgical Centers, Inc.",11C0001211,1265465025,Marietta,GA,30067,YES,812,0,0,812,0,0,0,,01/01/2012,12/31/2012
Augusta Endoscopy Center,11C0001220,1265561419,Evans,GA,30809,YES,539,539,0,0,0,0,0,,01/01/2012,12/31/2012
"Georgia Urology, PA",11C0001347,1265679674,Fayetteville,GA,30214,YES,2588,0,0,0,0,0,2588,,01/01/2012,12/31/2012
North Crescent Surgery Center,11C0001248,1275542011,Alpharetta,GA,30005,YES,2808,0,0,0,0,0,2808,,01/01/2012,12/31/2012
"Surgery Center of Rome, L.P.",11C0001015,1275597056,Rome,GA,30165,YES,3323,0,2237,471,541,8,66,,01/01/2012,12/31/2012
Southeast Treatment Center,11C0001320,1275718405,Kingsland,GA,31548,NO,3656,0,0,0,3656,0,0,,01/01/2012,12/31/2012
"Atlanta Eye International Surgery Center, Inc.",11C0001213,1285655464,Atlanta,GA,30308,YES,526,0,526,0,0,0,0,,01/01/2012,12/31/2012
The Emory Clinic,11C0001390,1285912600,Lagrange,GA,30240,YES,3599,1906,155,1175,359,2,2,,01/01/2012,12/31/2012
Atlanta Hand Specialist Surgery Center,11C0001373,1285912923,Smyrna,GA,30082,YES,220,0,0,131,83,6,0,,01/01/2012,12/31/2012
"Schulze Surgery Center, Inc.",11C0001096,1295714962,Savannah,GA,31405,YES,1671,0,1671,0,0,0,0,,01/01/2012,12/31/2012
The Emory Clinic Ambulatory Surgery Center,11C0001006,1295748531,Atlanta,GA,30322,YES,14264,8317,3042,20,7,144,2734,,01/01/2012,12/31/2012
Woolfson Eye Institute,11C0001340,1306041694,Atlanta,GA,30342,YES,2513,0,2507,0,0,6,0,,01/01/2012,12/31/2012
West Ga Endoscopy Center,11C0001259,1306938550,Carrollton,GA,30117,YES,2166,2166,0,0,0,0,0,,01/01/2012,12/31/2012
"Cpm Sc Carrollton, LLC",11C0001377,1316233612,Carrollton,GA,30017,YES,681,0,0,0,681,0,0,,01/01/2012,12/31/2012
Georgia Advanced Surgery Center for Women,11C0001342,1316276512,Cartersville,GA,30120,YES,732,0,0,0,0,0,732,,01/01/2012,12/31/2012
"Atlanta Surgery Center, LTD",11C0001003,1336104926,Atlanta,GA,30328,YES,5630,3274,104,1068,1053,83,48,,01/01/2012,12/31/2012
Cobb Foot and Leg Surgical Center,11C0001028,1336123264,Marietta,GA,30060,YES,46,0,0,0,46,0,0,,01/01/2012,12/31/2012
"Roswell Center for Foot and Ankle Surgery, LLC",11C0001256,1346240751,Roswell,GA,30076,YES,330,0,0,0,313,17,0,,01/01/2012,12/31/2012
Tec Ambulatory Surgery Center Ortho,11C0001240,1346403854,Atlanta,GA,30329,YES,9367,0,0,8013,1345,9,0,,01/01/2012,12/31/2012
"Asc of Dermatologic Surgery Center, LLC",11C0001265,1356429765,Atlanta,GA,30342,YES,543,0,0,0,0,543,0,,01/01/2012,12/31/2012
"Associates Surgery Center, Inc.",11C0001305,1356497747,Macon,GA,31201,YES,1182,0,1180,0,0,2,0,,01/01/2012,12/31/2012
"Georgia Eye Institute Surgery Center, LLC",11C0001345,1356575377,Savannah,GA,31404,YES,4415,0,4415,0,0,0,0,,01/01/2012,12/31/2012
"Cpm Sc Roswell, PC",11C0001367,1356672919,Roswell,GA,30076,YES,1079,0,0,0,1079,0,0,,01/01/2012,12/31/2012
"Meredyth Surgery Center, PC",11C0001270,1366412710,Albany,GA,31707,YES,1623,0,1623,0,0,0,0,,01/01/2012,12/31/2012
East West Surgery Center,11C0001177,1366444929,Austell,GA,30106,YES,3413,285,0,2747,378,3,0,,01/01/2012,12/31/2012
